언론사,언론사url,언론사로고url,날짜,기사명,섹션,본문,본문url,회사명,회사종류,좋아요,추천반응수,댓글 수,첫번째이미지url,요약문,키워드1,키워드2,키워드3,키워드4
YTN,http://www.ytn.co.kr/,https://mimgnews.pstatic.net/image/upload/office_logo/052/2020/09/18/logo_052_38_20200918202644.jpg,5:19 PM 2022/03/16,"[생생경제] ""삼성전자 인수합병, 파운드리 시장쪽? AI 기업도 가능성 전망""",경제, 방송 YTN 라디오 FM 94.5 15 00 16 00 진행 이화종 경제평론가 방송일 2022년 3월 16,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=052&aid=0001714365,인텔,IDM,2,3,0,https://imgnews.pstatic.net/image/052/2022/03/16/202203161719288814_d_20220316172303485.jpg?type=w647,"['이화종 혹시 GOS 관련해서 명확하게 우리가 어떤 잘못을 했다 이런 책임이나 내용을 명문화하면 나중에 법적 책임 지금 소송 움직임이 있는데 법적 책임에 대해서 불리하게 작용할 여지도 있어서 그런 거 아니냐 이런 얘기도 있던데 어떻게 보세요 최진홍 일단은 법률적 문제이기 때문에 제가 여기에 대해서 자세하게 얘기를 하긴 그렇지만 일단 다른 쪽에서 나오는 얘기를 종합했을 때 삼성전자 입장에서는 그 문제를 당연히 책임소재에 대해서는 민감하게 받아들일 수밖에 없고요.', '이화종 오늘 삼성전자가 주주총회를 개최했죠 분위기 좀 전해주실 수 있을까요 최진홍 오늘 주총은 비교적 차분하게 진행이 된 것 같습니다.', '생생경제 삼성전자 인수합병 파운드리 시장쪽 AI 기업도 가능성 전망 삼성전자 주총 대내외적 리스크 대한 질의 많아 차량용 반도체 기업 대한 인수합병 여지 남아 GOS 책임소재 현재 정부 조사 중...추후 책임 거론될듯 이화종 경제평론가 이하 이화종 삼성전자가 오늘 주주총회를 열었는데요 이 자리에서 한종희 삼성전자 부회장이 발언한 내용과 관련해 언론의 관심이 쏠리고 있습니다.']",이화,인수,책임,진홍
조선비즈,http://biz.chosun.com/,https://mimgnews.pstatic.net/image/upload/office_logo/366/2017/12/27/logo_366_38_20171227165527.png,11:14 AM 2022/03/16,"코스피, 2630~2640선 등락…개인·기관 순매수",경제,코스피지수가 2630 2640선에서 등락을 반복하고 있다. 16일 명동 하나은행 본점 딜링룸 전광판에 실시간,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=366&aid=0000799955,하이닉스,IDM,2,766,0,https://imgnews.pstatic.net/image/366/2022/03/16/0000799955_001_20220316111401585.jpg?type=w647,"['코스피 시가총액 상위 10개 종목 중에서는 현대차 005380 가 상승폭을 키워 2.45 오르고 있다.', '연합뉴스 16일 코스피지수는 오전 10시 59분 기준 전날보다 17.66포인트 0.67 오른 2639.19를 기록했다.', '유가증권 시장에서 개인투자자가 952억원 순매수하고 있고 외국인은 1249억원을 순매도 중이다.']",상승,코스,코스닥,외국인
더팩트,http://www.tf.co.kr/,https://mimgnews.pstatic.net/image/upload/office_logo/629/2019/09/26/logo_629_38_20190926183126.png,10:21 AM 2022/03/16,"[특징주] 삼성전자, 美 반도체주 상승에 '7만 전자' 근접",경제,삼성전자 0.58 오른 6만9900원에 거래 중 오전 10시 1분 현재 삼성전자는 전일 대비 0.58 400,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=629&aid=0000137817,하이닉스,IDM,0,933,0,https://imgnews.pstatic.net/image/629/2022/03/16/202238101647393140_20220316102102518.jpg?type=w647,"['이날 오전 10시 1분 현재 삼성전자는 전일 대비 0.58 400원 오른 6만9900원을 나타내고 있다.', '삼성전자 0.58 오른 6만9900원에 거래 중 오전 10시 1분 현재 삼성전자는 전일 대비 0.58 400원 오른 6만9900원을 나타내고 있다.', '이날 상승세는 간밤 뉴욕증시에서 반도체기업들이 급등한 영향을 받은 것으로 분석된다.']",주주,오전,전일,대비
아이뉴스24,http://www.inews24.com/,https://mimgnews.pstatic.net/image/upload/office_logo/031/2020/12/02/logo_031_38_20201202114510.png,3:26 PM 2022/03/16,"""이미지센서 일류화""…삼성전자, 소니 맹추격",IT,삼성전자 UMC와 손잡고 생산 확대 소니는 TSMC와 연합 삼성전자가 올해 이미지센서 시장에서 생산 확대로 ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=105&oid=031&aid=0000659803,소니,IDM,4,199,4,https://imgnews.pstatic.net/image/031/2022/03/16/0000659803_001_20220316182904657.jpg?type=w647,"['시장조사업체 카운터포인트는 삼성전자는 올해 이미지센서 생산 확대로 점유율을 24.9 까지 끌어올릴 것 이라며 반면 소니는 경쟁사들의 추격으로 40 대에서 39.1 로 줄어들 전망 이라고 예상했다.', '소니가 TSMC와 손을 잡으면 일본 TSMC 공장에서 반도체를 안정적으로 수급해 이미지센서를 생산할 수 있다.', '삼성전자 UMC와 손잡고 생산 확대 소니는 TSMC와 연합 삼성전자가 올해 이미지센서 시장에서 생산 확대로 1위 소니를 맹추격한다.']",센서,이미지,생산,확대
한국경제,http://www.hankyung.com/,https://mimgnews.pstatic.net/image/upload/office_logo/015/2017/12/27/logo_015_38_20171227161527.png,6:28 PM 2022/03/16,'대구행복페이' 17일부터 모바일로도 결제,사회,대구시는 지역화폐인 대구행복페이 의 모바일 간편결제 서비스를 17일부터 시작한다. 이에 따라 대구행복페이 사,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=015&aid=0004674806,삼성전자,IDM,0,234,0,none,"['대구시는 지난해 11월 1일 삼성전자와 대구행복페이 모바일 간편결제 도입 업무협약 을 맺고 대구행복페이 삼성페이 연계 결제 기술을 개발해 운영을 시험했다.', '대구시는 지역화폐인 대구행복페이 의 모바일 간편결제 서비스를 17일부터 시작한다.', '대구시는 올해 대구행복페이 발행 규모를 1조1000억원으로 정했다.']",행복,결제,대구,지난해
매일경제,http://www.mk.co.kr/,https://mimgnews.pstatic.net/image/upload/office_logo/009/2017/12/27/logo_009_38_20171227161427.png,5:37 PM 2022/03/16,"SK실트론, 1조 투자해 반도체 웨이퍼 톱3 노려",경제,반도체 기판 만드는 핵심 소재 구미에 최첨단 공장 증설해 수요 급증에 적극 대응 나서 치열한 빅5 투자 경쟁,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=009&aid=0004935679,하이닉스,IDM,5,178,0,https://imgnews.pstatic.net/image/009/2022/03/16/0004935679_001_20220316192501050.jpg?type=w647,"['SK실트론 측은 세계 반도체 시장에서의 웨이퍼 수요 급증과 고객사의 공급 요청에 적극 대응하기 위해 증설 투자를 결정했다 며 구미 지역 일자리 창출 등 경제 활력 제고에도 기여할 것 이라고 말했다.', '반도체 기판 만드는 핵심 소재 구미에 최첨단 공장 증설해 수요 급증에 적극 대응 나서 치열한 빅5 투자 경쟁 속 업계 리더 도전 발판 마련 SK그룹의 반도체 웨이퍼 제조회사 SK실트론이 대대적인 증설 투자에 나섰다.', '장용호 SK실트론 사장은 전 세계 반도체 회사들과의 협업을 통한 기술 혁신으로 고품질 웨이퍼 제조 역량을 갖춰 웨이퍼 업계 리더로 도약할 것 이라고 말했다.']",웨이퍼,투자,증설,공급
조선일보,http://www.chosun.com/,https://mimgnews.pstatic.net/image/upload/office_logo/023/2020/09/03/logo_023_38_20200903164252.png,6:30 PM 2022/03/16,송곳 질문·90도 사과…삼성전자 이런 주총은 처음이었다,IT,16일 오전 경기도 수원시 영통구 수원컨벤션센터에서 제53기 삼성전자 정기주주총회가 진행되고 있다. 사진공동,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=105&oid=023&aid=0003679138,삼성전자,IDM,18,420,11,https://imgnews.pstatic.net/image/023/2022/03/16/0003679138_001_20220317104102197.jpg?type=w647,"['삼성전자 관계자는 이렇게 전문적인 질문이 많은 주주총회는 처음 이라며 젊은 투자자들이 회사에 대해 분석을 많이 하는 것 같다 고 말했다.', '오프라인 주총에 1600명 참석 작년의 2배 16일 오전 경기도 수원시 수원컨벤션센터 삼성전자 주주총회장을 찾은 주주들이 명부 확인을 위해 긴 줄을 서 있다.', '사진공동취재단 16일 삼성전자 정기 주주총회가 열린 경기도 수원시 수원컨벤션센터 앞에는 아침 일찍부터 소액 주주들이 길게 줄을 늘어섰다.']",주주,총회,수원,센터
한경비즈니스,http://magazine.hankyung.com/,https://mimgnews.pstatic.net/image/upload/office_logo/050/2021/07/15/logo_050_38_20210715143557.png,6:02 AM 2022/03/16,M&A 고민 깊어지는 삼성전자,경제,50조원 투자 예고 TSMC 공격적 M A 나선 인텔 현금 100조원 쥔 삼성 빅딜 가능성은 비즈니스 포커스,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=050&aid=0000060163,인텔,IDM,1,231,5,none,"['지난 3월 4일 미국의 시장 조사 업체 IC인사이츠에 따르면 2022년 글로벌 반도체 설비 투자액은 1904억 달러 약 231조원 에 이를 것으로 추정된다.', '이와 함께 두 회사 모두 삼성전자의 파운드리 공장이 있는 미국 텍사스 주 오스틴 인근에 차량용 반도체 생산 공장을 운영 중이라는 점에서 자동차 최대 시장인 미국 현지에서 입지를 다지는 데도 기폭제가 될 것이라는 분석이다.', '이승우 유진투자증권 연구원은 반도체 기업들의 몸값이 매우 오른 상황에서 각국 정부의 규제 리스크까지 겹쳐 적극적인 투자에 나서기가 조심스러운 상황인 것은 분명하다 며 하지만 삼성전자는 파운드리에서의 파격적 진전이나 의미 있는 M A를 통한 새로운 성장 동력을 장착할 필요가 있는 시점 이라고 말했다.']",미국,투자,파운드리,공장
머니투데이,http://www.mt.co.kr/,https://mimgnews.pstatic.net/image/upload/office_logo/008/2020/03/02/logo_008_38_20200302160202.png,6:42 AM 2022/03/16,"""유가 100달러 아래로""…금리인상 'D-1' 美증시 급등 [뉴욕마감]",경제,The Fearless Girl statue is seen outside the New York Stock ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=008&aid=0004720282,마이크론,IDM,8,218,19,https://imgnews.pstatic.net/image/008/2022/03/16/0004720282_001_20220316085702022.jpg?type=w647,"['엘리자 윙어 이코노미스트는 블룸버그에 생산자 물가 상승 속도가 최근 다소 하락하기 시작했지만 PPI는 연준의 인플레이션에 대한 우려를 가중시키고 있다 며 지난달 하순 러시아의 우크라이나 침공 이후 우려할 만한 물가 추세가 다시 강해지고 있다 고 진단했다.', '이날 미 노동부는 2월 생산자 물가지수 PPI 가 지난해 같은 기간 대비 10 상승했다고 발표했다.', '넷플릭스와 마이크로소프트는 각각 3.84 3.87 올랐고 알파벳과 메타는 각각 2.57 2.89 상승했다.']",달러,상승,물가,생산자
연합뉴스,https://www.yna.co.kr/,https://mimgnews.pstatic.net/image/upload/office_logo/001/2017/12/18/logo_001_38_20171218155018.png,3:33 PM 2022/03/16,"'악바리' 첼리스트 박유신 ""악기 잡을 때 가장 행복해요""",생활,첫 솔로 앨범 시인의 사랑 발매 19일 부산 22일 서울 리사이틀 첫 솔로 앨범 발매한 첼리스트 박유신 서울,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=103&oid=001&aid=0013054915,소니,IDM,5,227,0,https://imgnews.pstatic.net/image/001/2022/03/16/AKR20220316118300005_01_i_P4_20220316153310252.jpg?type=w647,"['첫 솔로 앨범 시인의 사랑 발매 19일 부산 22일 서울 리사이틀 첫 솔로 앨범 발매한 첼리스트 박유신 서울 연합뉴스 강민지 기자 첫 솔로 앨범을 발매한 첼리스트 박유신이 16일 오전 서울 서초구 소니뮤직코리아에서 한 연합뉴스 인터뷰에 앞서 포즈를 취하고 있다.', '인터뷰하는 첼리스트 박유신 서울 연합뉴스 강민지 기자 첫 솔로 앨범을 발매한 첼리스트 박유신이 16일 오전 서울 서초구 소니뮤직엔터테인먼트코리아에서 연합뉴스와 인터뷰하고 있다.', '박유신은 독일 드레스덴 유학 시절 알게 된 울리히를 2019년 어텀 실내악 페스티벌에 초대하기도 했다.']",유신,앨범,서울,발매
머니투데이,http://www.mt.co.kr/,https://mimgnews.pstatic.net/image/upload/office_logo/008/2020/03/02/logo_008_38_20200302160202.png,9:31 PM 2022/03/16,"서학개미 쓸어모은 SOXL, 3개월도 안돼 반도막…희망은 있나[오미주]",경제, 편집자주 오미주 는 오늘 주목되는 미국 주식 의 줄인 말입니다. 주가에 영향을 미칠 만한 이벤트가 있었거나,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=008&aid=0004720777,인텔,IDM,2,2779,7,https://imgnews.pstatic.net/image/008/2022/03/16/0004720777_001_20220316213201032.jpg?type=w647,"['SOXL이 레버리지 ETF라 가격 변동폭이 워낙 커 위험하다는 단점이 있지만 서학개미들이 올들어 반도체주 저가 매수에 나선 것을 탓할 수만은 없다.', '웰스 파고는 지난 3일 보고서를 통해 반도체에 사용되는 네온의 90 가 우크라이나에서 생산된다 며 마이크론 테크놀로지나 인텔은 네온 공급이 받는 타격이 제한적일 것으로 기대하지만 작은 혼란조차도 반도체산업의 취약한 회복에는 리스크가 될 것 이라고 밝혔다.', '문제는 올들어 인플레이션 압박과 금리 인상으로 밸류에이션에 대한 부담이 커진 가운데 러시아의 우크라이나 침공으로 금융시장 환경이 불안해지면서 기술주 특히 반도체주가 심하게 조정을 받고 있다는 점이다.']",공급,네온,지수,회사
아이뉴스24,http://www.inews24.com/,https://mimgnews.pstatic.net/image/upload/office_logo/031/2020/12/02/logo_031_38_20201202114510.png,11:14 AM 2022/03/16,"전경련 ""中 수입시장서 韓 점유율 대만에 밀려 2위로 하락""",경제,하락폭 주요국 중 최대 메모리반도체 이외 고부가가치 품목 발굴 필요 한국이 7년 연속 중국 수입시장 점유율 ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=031&aid=0000659723,SMIC,Foundry,0,194,2,https://imgnews.pstatic.net/image/031/2022/03/16/0000659723_001_20220316111401164.jpg?type=w647,"['김봉만 전경련 국제본부장은 중국의 수입구조가 고부가가치 중간재 소비재 제품 위주로 재편되고 있어 중국 수입시장 점유율 회복을 위해 한국 기업은 반도체 이외에 고부가가치 철강재 정밀화학제품 등 전략 수출품목을 발굴해야 한다 며 정부는 2015년 12월 발효한 한 중FTA 상품 양허 개정 등 정책지원을 강화해야 한다 고 강조했다.', '전국경제인연합회 전경련 는 중국에 수출하는 G5 미국 일본 독일 프랑스 영국 한국 대만 아세안6 말레이시아 태국 인도네시아 싱가포르 베트남 필리핀 의 2012 2016년 대비 2017 2021년 중국 수입시장 점유율 변화를 분석한 결과 이들 국가 중 한국의 점유율이 가장 큰 폭으로 하락했다고 16일 밝혔다.', '하락폭 주요국 중 최대 메모리반도체 이외 고부가가치 품목 발굴 필요 한국이 7년 연속 중국 수입시장 점유율 1위를 기록하다가 2020년과 2021년 대만에 밀려 2위로 내려 앉았다.']",중국,점유율,수입,한국
아시아경제,https://www.asiae.co.kr/,https://mimgnews.pstatic.net/image/upload/office_logo/277/2017/12/27/logo_277_38_20171227165227.png,9:33 AM 2022/03/16,파운드리 '파상공세' 펼치는 인텔…10년 간 유럽에 110조원 투자,경제, 이미지출처 AP연합뉴스 미국 반도체 업체 인텔이 향후 10년간 유럽에 800억유로 약 110조원 를 투입한,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=277&aid=0005058832,인텔,IDM,0,476,0,https://imgnews.pstatic.net/image/277/2022/03/16/0005058832_001_20220316111201485.jpg?type=w647,"['유럽 내에는 자동차 제조업체가 다수 있는 만큼 5나노미터 1나노 10억분의 1m 수준의 첨단공정이 이뤄지는 차량용 반도체 생산 가능성이 높게 점쳐진다.', '15일 현지시간 팻 겔싱어 인텔 최고경영자 CEO 는 기자회견을 열고 이같은 내용의 유럽 반도체 투자 세부 계획을 발표했다.', 'EU는 인텔의 투자에 보조금을 얼마나 제공하는지 밝히진 않았지만 외신들은 인텔이 여러 국가에 반도체 관련 시설을 세우면서 EU 뿐 아니라 각국에서도 지원을 받은 것으로 보인다고 보도하고 있다.']",투자,유럽,시설,생산
조선비즈,http://biz.chosun.com/,https://mimgnews.pstatic.net/image/upload/office_logo/366/2017/12/27/logo_366_38_20171227165527.png,9:15 AM 2022/03/16,"[특징주] 반도체 대장주 강세…SK하이닉스, 2% 넘게 상승",경제,코스피 시가총액 상위주 대부분이 강세를 보이는 가운데 삼성전자 005930 와 SK하이닉스 000660 가 ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=366&aid=0000799904,마이크론,IDM,1,765,2,https://imgnews.pstatic.net/image/366/2022/03/16/0000799904_001_20220316091501557.jpg?type=w647,"['한편 이 시각 코스피 시총 상위 10개 종목은 삼성전자와 SK하이닉스를 포함해 일제히 상승 중이다.', '코스피 시가총액 상위주 대부분이 강세를 보이는 가운데 삼성전자 005930 와 SK하이닉스 000660 가 상승폭을 키우고 있다.', '앞서 15일 현지 시각 뉴욕증시 주요 지수가 일제히 상승 마감한 가운데 필라델피아반도체지수가 4.36 급등했다.']",상승,시각,지수,가운데
전자신문,http://www.etnews.com/,https://mimgnews.pstatic.net/image/upload/office_logo/030/2017/12/27/logo_030_38_20171227162327.png,1:56 PM 2022/03/16,[스페셜리포트]인텔발 반도체 소부장 공급망도 재편,IT,인텔의 공격적 반도체 제조 인프라 투자는 글로벌 소재 부품 장비 소부장 공급망에 미치는 여파가 상당하다. 반,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=105&oid=030&aid=0003004166,하이닉스,IDM,0,167,2,none,"['인텔의 공격적 반도체 제조 인프라 투자는 글로벌 소재 부품 장비 소부장 공급망에 미치는 여파가 상당하다.', '삼성전자와 SK하이닉스 등 국내 반도체 제조사 중심의 장비 고객선을 확장해 인텔 수요에 대응할 수 있다.', '인텔 투자가 본격화하면서 반도체 장비 리드타임이 보다 지연될 것으로 예상된다.']",장비,공급,공정,부장
조선비즈,http://biz.chosun.com/,https://mimgnews.pstatic.net/image/upload/office_logo/366/2017/12/27/logo_366_38_20171227165527.png,10:56 AM 2022/03/16,"[특징주] 삼성전자, 장중 7만원대 회복",경제,삼성전자 005930 가 정기 주주총회를 진행하는 16일 장중 7만원선을 회복했다. 16일 오전 경기도 수원,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=366&aid=0000799946,마이크론,IDM,0,168,0,https://imgnews.pstatic.net/image/366/2022/03/16/0000799946_001_20220316105601568.jpg?type=w647,"['연합뉴스 이날 오전 10시51분 기준 유가증권시장에서 삼성전자는 전날 대비 0.72 상승한 7만원에 거래 중이다.', '16일 오전 경기도 수원컨벤션센터에서 제53기 삼성전자 정기주주총회가 진행되고 있다.', '삼성전자 005930 가 정기 주주총회를 진행하는 16일 장중 7만원선을 회복했다.']",지수,포인트,오전,정기
파이낸셜뉴스,http://www.fnnews.com/,https://mimgnews.pstatic.net/image/upload/office_logo/014/2020/03/06/logo_014_38_20200306153406.png,6:19 PM 2022/03/16,"인텔, 10년간 유럽 반도체 인프라 확충에 110兆 쏟는다",세계,삼성 등 반도체 패권에 대항 R D부터 제조 패키징 총망라 1단계 에 24조 규모 공장건설 2030년 유럽내,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=014&aid=0004804355,삼성전자,IDM,1,746,7,https://imgnews.pstatic.net/image/014/2022/03/16/0004804355_001_20220316181902824.jpg?type=w647,"['삼성 등 반도체 패권에 대항 R D부터 제조 패키징 총망라 1단계 에 24조 규모 공장건설 2030년 유럽내 반도체 생산량 전세계 생산량의 20 달성 목표 팻 겔싱거 인텔 최고경영자 로이터 뉴스1 미국 반도체 제조업체 인텔이 글로벌 칩 부족을 초래한 세계 반도체 산업의 불균형을 해소하기 위해 유럽 전역에 최대 800억 유로 109조5744억원 를 투자 공급을 확장한다는 야심찬 계획을 발표했다.', '캘리포니아주 산타바바라에 본사를 둔 인텔의 투자 계획 1단계는 독일 막데부르크의 최첨단 반도체 공장 메가 사이트 에 170억 유로 약 23조2846억원 를 투입해 유럽 생산 능력 강화한다는 내용을 포함하고 있다.', '인텔의 계획은 또 제조 공간을 2배로 늘리고 다른 회사가 설계한 칩을 만드는 새로운 파운드리 서비스 사업을 확장함으로써 아일랜드 레익슬립에 있는 인텔의 기존 시설 확장을 위한 120억 유로 약 16조4362억원 의 투자도 포함하고 있다.']",유럽,제조,세계,확장
헤럴드경제,http://www.heraldbiz.com/,https://mimgnews.pstatic.net/image/upload/office_logo/016/2017/12/27/logo_016_38_20171227161627.png,8:36 AM 2022/03/16,“이걸로 삼성한테 1위 뺏을 수 있나” 작정한 인텔 ‘승부수’ 통할까 [비즈360],경제,팻 겔싱어 인텔 CEO가 15일 현지시간 웹캐스트를 통해 800억유로의 유럽 투자 계획을 밝히고 있다. 인텔,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=016&aid=0001964306,인텔,IDM,9,519,21,https://imgnews.pstatic.net/image/016/2022/03/16/20220316000068_0_20220316083603439.jpg?type=w647,"['팻 겔싱어 인텔 최고경영자 CEO 는 15일 현지시간 온라인으로 진행한 웹캐스트를 통해 연구개발 R D 디자인 고성능 칩 패키징 생산 파운드리 서비스까지 유럽 반도체 밸류체인 전반에 향후 10년 간 800억유로를 투자하겠다 면서 1단계로 170억유로를 들여 독일에 최첨단 반도체 팹 공장 을 건설하는 것을 시작으로 추가로 아일랜드에는 120억유로를 투자해 팹을 확장할 것 이라고 말했다.', '이번 투자는 인텔의 파운드리 및 R D 등 유럽에서의 역량 강화는 물론 전세계적인 반도체 공급망 교란에 따른 유럽연합 EU 의 대응에도 힘을 실을 것으로 보인다.', '인텔 웹캐스트 갈무리 헤럴드경제 문영규 기자 인텔이 유럽지역에 야심찬 800억유로 약 109조5744억원 대규모 투자계획을 밝히며 파운드리 반도체 위탁생산 를 비롯한 반도체 산업에서의 영향력 확대에 나섰다.']",유로,투자,파운드리,유럽
아시아경제,https://www.asiae.co.kr/,https://mimgnews.pstatic.net/image/upload/office_logo/277/2017/12/27/logo_277_38_20171227165227.png,2:07 PM 2022/03/16,SK실트론 웨이퍼 증설에 1조 투자…SK그룹 편입 후 투자에 속도(종합),경제,1000여명 이상 고용 창출해 지역경제 활성화 일조 국내 유일의 반도체 웨이퍼 제조기업 SK실트론이 반도체용,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=277&aid=0005059085,하이닉스,IDM,12,344,2,https://imgnews.pstatic.net/image/277/2022/03/16/0005059085_001_20220316141101447.jpg?type=w647,"['16일 SK실트론은 반도체 기업들로부터 수주한 웨이퍼에 대한 안정적인 공급과 사업의 경쟁력 확보를 위해 본사가 위치한 구미국가산업단지 3공단에 3년간 총 1조495억원을 투자해 최첨단 반도체 웨이퍼 공장을 증설할 계획이라고 밝혔다.', '만들면 돈 된다 반도체 수요 급증에 부족한 웨이퍼 SK실트론이 300 웨이퍼 증설에 3년 간 총 1조495억원 투자를 결정한 것은 반도체 수요 급증으로 웨이퍼 공급이 부족한 시장에 대응해야 한다는 판단이 작용했다.', '하지만 SK그룹에 편입된 이후 SK실트론은 2018년까지 집중적인 설비투자로 12인치 실리콘 웨이퍼 생산능력을 키웠고 이로인해 2018년 매출액은 1조3500억원 수준으로 전년대비 44 급성장하는 성과를 냈다.']",웨이퍼,투자,공급,부족
